Beef cattle and sheep farming,144
Beef cattle farming,142
Beef cattle farming and grain growing,145
Beef cattle feedlot operation,143
Beekeeping,193
Beer manufacturing (except non-alcoholic beer),1212
Beeswax manufacturing,1899
Before and/or after school care service,8710
Belt manufacturing (for clothing),1351
Bentonite quarrying,919
Benzene manufacturing,1709
Berryfruit growing,133
Beryllium ore mining,809
Betting shop operation,9209
Beverage dispensing equipment (cooling) manufacturing,2452
"Beverage n.e.c., alcoholic, manufacturing",1214
Bible society operation,9540
Bicycle manufacturing,2399
Bicycle parts wholesaling,3734
Bicycle rental,6639
Bicycle repair,9499
Bicycle retailing,4241
Bicycle safety helmet manufacturing,1913
Bicycle wholesaling,3734
Bill collection service,7293
Bill of exchange discounting or financing (except by banks),6229
"Billiard, snooker or pool hall operation",9113
"Billiard, snooker or pool table and equipment manufacturing",2592
Billing and record-keeping service,7291
Bin hiring and waste collection service,2911
"Bin, metal, manufacturing",2239
"Binding, textile, manufacturing",1334
Binocular manufacturing,2411
Binocular retailing,4279
Binocular wholesaling,3499
Biological research service,6910
Biomass electricity generation n.e.c.,2619
Biotechnological manufacture of pharmaceutical and medicinal products,1841
Biotechnology research service,6910
Bird breeding (except poultry or game birds),199
Bird feed manufacturing,1192
Bird reserve operation,8922
Bird trapping,420
Biscuit dough manufacturing (factory based),1173
Biscuit manufacturing (except pet food biscuits; factory based),1173
Biscuit retailing (not manufactured on the same premises),4129
Biscuit wholesaling,3609
Bismuth ore mining,809
Bismuth smelting or refining,2139
Bitumen wholesaling,3321
Bituminous adhesive or mastic manufacturing,1709
Black coal mining,600
Blackberry growing,133
Blackcurrant growing,133
Blade sharpening,9429
Blank cassette wholesaling,3499
Blank compact disc (CD) wholesaling,3492
Blank computer disc manufacturing,2429
Blank computer disc wholesaling,3492
Blank digital versatile disc (DVD) wholesaling,3492
Blank video cassette manufacturing,2429
"Blank, steel, manufacturing",2110
Blanket retailing,4214
Blanket wholesaling,3711
"Blanket, electric, manufacturing",2449
Blasting powder manufacturing,1892
Bleaching and currying fur,1320
Bleaching compound wholesaling,3323
"Blending of tar, asphalt and/or bitumen material",1709
Blending petroleum fuel with ethanol,1701
Blind retailing,4211
Blind wholesaling (except textile),3731
"Blind, textile, manufacturing (including plastic coated)",1333
"Blind, textile, wholesaling",3711
Blister copper manufacturing,2133
"Block, concrete, manufacturing",2034
"Block, glass, manufacturing",2010
Blood bank operation,8599
Blood serum manufacturing,1841
Bloodstock leasing,6620
Blow torch manufacturing,2299
Blue metal stone quarrying,919
Blueberry growing,133
Boarding school operation (combined primary/secondary school),8023
Boarding school operation (primary school; except combined primary/secondary),8021
Boarding school operation (secondary school education; except combined primary/secondary school),8022
"Boat charter, lease or rental, with crew for passenger transport",4820
Boat designing service,6923
Boat hiring (without crew),6619
Boat repairing,2392
Boat retailing (including used),4245
Boat trailer manufacturing,2312
Boat trailer retailing,4245
Boat wholesaling,3499
Boatbuilding,2392
Body guard service,7712
"Boiler, metal, manufacturing",2231
Bond store operation,5309
Bonedust manufacturing,1831
Bonemeal fertiliser manufacturing,1831
Book publishing (except internet),5413
Book repair service,1612
Book retailing,4244
Book wholesaling,3735
Bookbinding service,1612
Booking service (accommodation),7220
Booking service (travel),7220
Bookkeeping service,6932
Bookmaker operation,9209
Boot manufacturing,1352
Boot retailing,4252
Boron nitride coating of machine tool parts,2293
Botanical garden operation,8921
"Bottle closure, metal, manufacturing",2240
Bottle or can opener manufacturing (except power operated),2299
"Bottle, glass, manufacturing",2010
"Bottle, plastic, manufacturing",1912
Bottled liquefied petroleum gas (LPG) retailing,4279
Bottled water wholesaling,3609
Bottling drinking liquid,7320
"Bottling machine, food or drink, manufacturing",2469
Bottling or rebottling wine or spirits,7320
Bottling other liquid,7320
"Bottom gill netting, fishing",414
Bottom long line fishing,413
"Bowling alley, tenpin, operation",9113
Bowling green operation,9113
"Box culvert, concrete, manufacturing",2034
Box trailer retailing,3913
Box trailer wholesaling,3503
Boxing stadium operation,9113
Boysenberry growing,133
"Braided ferrous wire, cable or strip, manufacturing",2291
Brake fluid manufacturing,1709
Brake repair,9419
Brand-name leasing,6640
Brandy manufacturing,1213
Brass finishing or plating,2293
Brazil nut growing,139
Bread bakery operation (factory based),1171
"Bread dough, frozen, manufacturing (factory based)",1171
"Bread mix, dry, manufacturing",1162
Bread retailing (not manufactured on the same premises),4129
Bread roll manufacturing (factory based),1171
Bread vendor (not manufactured on the same premises),4129
"Bread, leavened or unleavened, manufacturing (factory based)",1171
Breadcrumb manufacturing (factory based),1171
Breakwater construction,3109
Brick paving,3291
Brick shale quarrying,919
Brick wholesaling,3339
"Brick, clay, manufacturing (excluding refractory bricks)",2021
"Brick, concrete, manufacturing",2034
"Brick, face or texture, manufacturing",2021
"Brick, fireclay, manufacturing",2029
"Brick, refractory, manufacturing",2029
"Brick, silica lime, manufacturing",2090
Bricklaying,3222
Bridge construction (including construction from prefabricated components),3101
Briefcase retailing,4259
Briquette retailing,4279
Briquette wholesaling,3322
Broking service (real estate),6720
Bronze manufacturing,2139
Broom manufacturing,2599
Brothel operation,9534
Brown coal mining,600
Brown sugar manufacturing,1181
Brush manufacturing,2599
"Brush, carbon, manufacturing",2439
Brushcutter repair and maintenance,9429
Brushware retailing,4213
Brushware wholesaling,3733
Bubble packaging manufacturing,1911
"Bucket, plastic, manufacturing",1912
Buffalo hunting,420
"Buffalo, domesticated, grazing",142
Builders' association operation,9551
Builders' hardware dealing (wholesaling) n.e.c.,3339
"Building board, cement based, manufacturing",2034
"Building board, imitation brick or stone, manufacturing",2090
Building consulting service,6923
Building exterior cleaning (except sand blasting or steam cleaning),7311
Building inspection service,6923
Building interior cleaning,7311
Building material dealing (wholesaling) n.e.c.,3339
Building paper and paper board wholesaling,3339
Building society operation,6222
Building stone quarrying,919
Building timber manufacturing,1413
"Building, prefabricated metal, manufacturing",2222
"Building, prefabricated wood, manufacturing",1491
"Bulb or tube, electric light, manufacturing",2432
"Bulb or tube, electric light, wholesaling",3494
Bulb propagating (outdoors),112
Bulb propagating (under cover),111
"Bulb, flower, retailing",4232
Bulk petroleum storage service,5309
Bungy jumping operation,9139
Burglary protection service,7712
Burnt lime manufacturing,2031
Bus (except minibus) rental (without driver),6619
Bus manufacturing,2311
"Bus shelter, prefabricated metal, manufacturing",2222
"Bus shelter, prefabricated wood, manufacturing",1491
"Bus transport service, outside metropolitan area",4621
Bus vehicle body assembly on supplied motor and chassis,2312
"Bus, wholesaling",3502
Bush walking operation,9139
Business administrative service,7291
Business college and school operation,8101
Business directory publishing (except internet),5414
Business management service,6962
Butane gas manufacturing,1811
Butcher's shop operation (retail),4121
Butter manufacturing,1133
Butter wholesaling,3603
Buttermilk manufacturing,1133
"Button, metal, manufacturing",2299
"Cabinet, metal, manufacturing",2512
"Cabinet, radio, radiogram or television, manufacturing (metal framed)",2512
Cable broadcasting network operation,5622
Cable broadcasting station operation,5622
Cable car manufacturing,2393
Cable laying,3109
Cable manufacturing (from natural or synthetic fibres),1332
"Cable or wire, electric, wholesaling",3494
Cable television equipment manufacturing,2422
Cadastral surveying service,6922
Cadmium plating,2293
Cafe operation,4511
Cake icing or decorating (factory based),1172
Cake mix manufacturing,1162
Cake or pastry manufacturing (factory based),1172
"Cake or pastry, frozen, manufacturing (factory based)",1172
Cake or pastry-based pudding and dessert manufacturing (factory based),1172
Cake or pastry-based slice manufacturing (factory based),1172
Cake retailing (not manufactured on the same premises),4129
Calcined alumina manufacturing,2131
Calcium chloride (lime) manufacturing,1813
Calcium sulphate manufacturing,1831
Calculator manufacturing,2421
Calculator wholesaling,3494
Calendar publishing (except internet),5419
Calla lily growing (outdoor),115
Camera manufacturing,2411
Camera retailing,4221
Camera wholesaling,3494
Campervan manufacturing,2312
Camping equipment rental,6639
Camping equipment retailing,4241
Camping ground operation,4400
Can de-tinning,2139
Can making or sealing machinery manufacturing (food or drink processing),2469
"Can, metal, manufacturing",2239
"Can, metal, wholesaling",3739
Canal construction,3109
Candle manufacturing,1851
Cane furniture manufacturing,2519
Cane syrup manufacturing,1181
Canned food wholesaling,3609
"Canning machinery, food or drink, manufacturing",2469
Canoe manufacturing,2392
Canoe retailing,4241
Canvas goods manufacturing n.e.c.,1333
Canvas goods wholesaling n.e.c.,3711
Capsicum growing (under cover),122
Capstan manufacturing (except for lathes),2491
Car accessory manufacturing,2319
Car detailing,9412
"Car horn, electric, manufacturing",2313
Car park operation,9533
Car radio or CD-player installation and repair,9411
Car radio or CD-player retailing,3921
Car radio or CD-player wholesaling,3504
Car rental (without driver),6611
Car wash or cleaning operation,9412
Caravan manufacturing,2312
Caravan park operation (visitor),4400
"Caravan park, residential (other than holiday), operation",6711
Caravan rental,6619
Caravan retailing,3913
Caravan wholesaling,3503
Carbon black manufacturing,1812
Carbon dioxide manufacturing,1811
Carbon fibre manufacturing (including kevlar material manufacturing),1829
Carbon ink manufacturing,1916
Carbon monoxide manufacturing,1811
"Carbon product manufacturing (except brushes, electrodes or bearings)",2090
Carbon tetrachloride manufacturing,1709
Carbonated water or cordial manufacturing,1211
Carbonated wine manufacturing,1214
"Carnival or fairground equipment, mechanical, manufacturing",2469
Carpenters' tool retailing,4231
Carpentry work on construction projects,3242
Carpet manufacturing,1331
Carpet or carpet tile laying,3243
Carpet retailing,4212
Carpet tile manufacturing,1331
"Carpet, upholstery and rug cleaning",9531
"Carport, prefabricated metal, manufacturing",2222
"Carport, prefabricated wood, manufacturing",1491
Carrot growing (outdoors),123
Cartooning,9002
Casein glue manufacturing,1915
Casein manufacturing,1133
Cash register manufacturing,2421
Cash register wholesaling,3494
Cashew nut growing,139
Casino operation,9201
Cask wholesaling,3739
"Cassette tape, pre-recorded audio, reproduction",1620
Caster sugar manufacturing,1181
Casting agency operation,7211
"Castings, iron, manufacturing",2121
"Castings, non-ferrous metal, manufacturing n.e.c.",2141
"Castings, steel, manufacturing",2121
Cat breeding,199
Catering service operation,4513
Cattle lick manufacturing,1192
Caulking compound manufacturing,1916
Cave diving operation,9139
"CD-ROM software, pre-recorded, reproduction",1620
"Ceiling section, fabricated aluminium, manufacturing",2223
Cellular telephone wholesaling,3493
Cellulose acetate manufacturing,1829
Cellulose fibre or filament manufacturing n.e.c.,1829
Cellulose nitrate manufacturing,1892
Cellulosic resin manufacturing,1821
Cement clay quarrying,919
Cement making machinery manufacturing,2469
Cement manufacturing (except adhesive or refractory),2031
Cement rendering of buildings,3241
Cement retailing,4231
Cement wholesaling,3339
"Cement, refractory, manufacturing",2029
Cementing oil and gas well castings,1090
Cemetery operation,9520
Central banking,6210
Central school operation (combined primary/secondary school),8023
Ceramic floor tile retailing,4231
Ceramic goods manufacturing,2029
Cereal food manufacturing n.e.c.,1162
Cereal food wholesaling,3609
Cereal grain growing,149
Cereal grain wholesaling,3312
"Cereal meal manufacturing (for fodder, except from rice or rye)",1192
Chaff manufacturing,1192
"Chain manufacturing (except forged, cast or sprocket chain)",2291
"Chain, cast steel, manufacturing",2121
"Chain, forged steel, manufacturing",2210
Chair lift operation (except ski lift operation),5010
Chair manufacturing (except dental chairs fitted with mechanical devices),2511
Chalk product manufacturing n.e.c.,2090
Chalk quarrying,919
Chamber of Commerce operation,9551
Chamber of Manufacturers operation,9551
Char manufacturing,1709
Charcoal briquette manufacturing,1812
Charcoal wholesaling,3322
"Charitable/educational trust or foundation operation (investment type; in predominantly financial assets, except trust management services on a commission or fee basis)",6240
"Charter bus service, outside metropolitan area",4621
Charter fishing boat operation,5010
Cheese manufacturing,1133
Cheese wholesaling,3603
Chemical analysis service n.e.c.,6925
Chemical colour wholesaling,3323
Chemical engineering consulting service,6923
Chemical processing machinery manufacturing,2469
Chemical wholesaling n.e.c.,3323
Chemically preserving timber (except chemical preservation of logs sawn at the same unit),1413
Chemists' association operation,9551
Cherry growing,135
Chestnut growing,139
Chewing gum manufacturing,1182
Chewing tobacco manufacturing,1220
Chicken farming (for meat),171
Child car restraint manufacturing,2319
Child care service,8710
Childminding service,8710
Children's court operation,7540
Children's home operation,8609
Children's hospital,8401
Children's nursery operation (except preschool education),8710
Chimney cleaning,7311
Chinaware retailing,4213
Chinaware wholesaling,3733
Chip board manufacturing,1494
Chiropractic service,8534
Chlorine gas manufacturing,1811
Chloroform manufacturing,1709
Chocolate manufacturing,1182
Choreography service,9002
Chromium plating,2293
Chromium sulphate manufacturing (for application in leather tanning),1813
Chrysoprase mining,990
Church operation,9540
"Chute, sheet metal, manufacturing",2240
Chutney or relish manufacturing,1140
"Cider, alcoholic, manufacturing",1214
"Cider, non-alcoholic, manufacturing",1211
Cigar manufacturing,1220
Cigarette manufacturing,1220
Cinema operation,5513
"Circuit board, printed (bare or loaded), manufacturing",2429
Circus operation,9001
"Cistern, concrete, manufacturing",2034
Citric acid manufacturing,1812
Citrus fruit growing,136
Citrus orchard operation,136
Civil defence operation (military),7600
Civil engineering consulting service,6923
Civil liberty service,9559
Claim adjustment service,6420
Claim assessment service,6420
Clay paver manufacturing,2029
Clay quarrying,919
"Clay, refractory, manufacturing",2029
"Cleanser, abrasive, wholesaling",3323
Clearing house operation,6419
Clerical service,7291
Clinical psychology service,8539
Cloak room service,9539
Clock manufacturing,2419
Clock retailing,4279
Clock wholesaling,3732
Closed circuit video surveillance system installation,3234
Cloth hoist wholesaling,3339
"Clothes drier, domestic, manufacturing",2441
Clothes hoist manufacturing,2299
"Clothes peg, plastic, manufacturing",1912
Clothing accessory manufacturing n.e.c.,1351
Clothing accessory retailing,4251
Clothing manufacturing n.e.c.,1351
Clothing repair,9491
Clothing retailing,4251
Clothing wholesaling,3712
"Clothing, fur, manufacturing",1351
"Clothing, hat or garment (including leather), cleaning service",9531
"Clothing, knitted, manufacturing",1340
"Clothing, leather, manufacturing",1351
"Clothing, plastic or rubber, manufacturing",1351
Club operation (for the promotion of community or sectional interests),9559
Clutch assembly manufacturing,2319
Clutch repair,9419
Coal coke manufacturing,1709
Coal gas distribution through mains system,2700
Coal loader operation (water transport),5212
Coal retailing,4279
Coal tar distilling,1709
Coal wholesaling,3322
Coarse grain growing,149
Coastal sea freight transport service between domestic ports,4810
Coastwatch service,7719
Coatings made from cereal food (except biscuit or breadcrumb) manufacturing,1162
Co-axial cable manufacturing,2431
Cocoa product manufacturing,1182
Coconut growing,139
"Coconut, desiccated, manufacturing",1140
Coffee manufacturing,1199
Coffee wholesaling,3609
Coffin wholesaling,3739
Coin dealing (retailing),4273
Coin minting,2591
Coke retailing,4279
Coke wholesaling,3322
Cold drawn steel pipe or tube manufacturing,2122
Collection agency operation,7293
Colleges of education operation,8102
"Colour separation service, printing",1612
"Colouring, food, manufacturing",1199
Columbarium operation,9520
Comic book publishing (except internet),5412
Commercial art service,6924
Commercial building construction,3020
Commercial finance company operation,6229
Commercial or industrial property renting or leasing,6712
Commercial property body corporation,6712
Commercial property strata corporation,6712
Commercial vehicle wholesaling n.e.c.,3502
Commission buying service,4320
Commission retailing of books,4320
Commission retailing of cosmetics,4320
Commission retailing of health foods,4320
Commission selling service,4320
Commission-based milk vending,4320
Commodity futures broking or dealing (on a commission or transaction fee basis),6411
"Communication equipment, repair and maintenance",9422
"Communication equipment, wholesaling",3493
Community association operation,9559
Community mental health hostel,8609
Commuter rail passenger service,4720
Compact disc burner retailing,4222
Compact disc player manufacturing,2429
Compact disc player retailing,4221
Compact disc retailing,4242
"Compact disc, pre-recorded, reproduction",1620
Composing (including musical composition),9002
"Compressor, air or gas, wholesaling",3499
Computer and computer peripheral equipment repair and maintenance,9422
"Computer consumables (toners, inks) retailing",4279
Computer data storage and retrieval service (except library service),5922
Computer equipment retailing,4222
Computer game console retailing,4222
Computer game rental,6632
Computer game retailing,4242
Computer game wholesaling,3492
"Computer graphic, animation and special effect post-production service",5514
Computer hardware consulting service,7000
Computer hardware retailing,4222
Computer input preparation service,5921
Computer manufacturing,2421
Computer monitor manufacturing,2421
Computer peripheral manufacturing,2421
Computer peripheral wholesaling n.e.c.,3492
Computer printer manufacturing,2421
Computer programming service,7000
Computer software consulting service,7000
Computer software retailing (except computer games),4222
Computer software wholesaling,3492
"Computer tape or disk, pre-recorded, reproduction",1620
Computer time leasing or renting,5921
Computer time sharing service,5921
Computer wholesaling,3492
Concert hall operation,9003
Conciliation and Arbitration Commission operation,7540
Concrete additive or masonry surface treatment manufacturing,1899
Concrete block laying,3222
Concrete footpath construction,3221
Concrete foundation construction,3221
Concrete kerb and guttering construction,3221
Concrete mixer manufacturing,2462
Concrete pumping,3221
Concrete slurry manufacturing,2033
Concrete work on construction projects,3221
Concrete/styrofoam composite product manufacturing,2034
Condensed milk manufacturing,1133
